I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
126,371,236,-240,-79,313,-208,-162,112,252,337,257
137,375,261,-252,-71,309,-215,-134,111,278,315,258
119,361,228,-253,-51,274,-197,-149,101,251,339,260
135,364,231,-263,-61,287,-181,-148,85,266,314,233
103,323,199,-229,-51,266,-185,-142,125,227,326,253
117,344,214,-225,-55,280,-205,-137,89,248,314,241
108,340,209,-231,-53,258,-205,-138,97,217,291,222
128,325,230,-208,-55,289,-168,-115,108,248,304,240
106,322,204,-229,-68,261,-161,-127,111,240,280,217
119,336,215,-243,-60,255,-170,-130,88,239,274,217
98,293,215,-195,-43,269,-138,-119,93,210,267,194
98,296,196,-185,-50,232,-162,-109,79,229,261,209
88,280,179,-196,-23,223,-137,-93,89,215,255,201
91,278,179,-196,-42,231,-149,-96,106,226,240,211
109,244,157,-177,-32,235,-134,-90,87,202,230,187
73,245,161,-174,-51,218,-141,-109,81,190,229,158
73,230,171,-163,-39,214,-152,-72,63,181,217,170
59,215,150,-151,-44,193,-145,-93,89,170,208,154
74,206,134,-164,-48,172,-152,-64,66,180,206,150
68,201,121,-128,-25,156,-115,-99,43,168,179,137
50,181,140,-128,-55,166,-113,-72,56,136,182,134
76,183,112,-117,-28,162,-94,-103,47,131,162,131
56,173,112,-119,-27,153,-86,-64,55,120,134,99
60,198,108,-123,-24,119,-81,-68,55,122,159,130
40,157,101,-105,-12,131,-100,-27,37,123,112,111
29,123,73,-95,-33,134,-58,-43,65,123,121,83
50,123,91,-85,-27,113,-77,-68,38,76,116,93
37,132,88,-79,2,113,-69,-58,53,96,115,100
40,110,67,-81,8,101,-43,-31,30,82,95,73
31,88,68,-53,-13,93,-74,-50,14,86,90,68
25,111,42,-57,-29,66,-67,-30,43,70,83,69
39,87,54,-41,0,58,-58,-23,19,78,56,62
32,94,37,-50,-3,65,-26,-40,32,40,77,54
39,58,45,-17,-27,52,-18,-47,35,47,77,45
16,43,50,-45,-23,47,-33,-17,15,32,60,40
20,59,50,-44,-13,61,-52,3,30,49,39,27
34,50,38,-34,5,31,-8,-27,17,16,50,33
11,38,41,-34,-16,23,-32,1,18,64,37,34
-1,35,11,-16,-14,32,-8,-4,-12,52,30,6
15,12,5,-9,3,20,-4,-2,7,7,6,9
4,4,16,-15,10,21,-10,-24,29,36,28,20
6,20,-10,-18,-3,-14,-8,-30,11,-3,0,-2
27,0,-3,10,-27,-6,-7,5,2,-3,3,20
2,6,12,17,4,1,-22,-9,15,19,-6,-18
-31,-22,-4,13,-10,-8,6,17,20,-7,-9,2
-19,7,5,13,-2,7,-5,-5,2,21,-27,-34
-2,-16,-29,10,2,-18,23,-17,14,-20,-14,-6
6,-11,-13,3,-6,-12,6,2,-1,-22,-25,-15
-16,-13,-12,17,-26,-22,3,12,-20,-30,-12,3
-5,-17,-5,6,1,-9,37,14,-23,-12,-4,-26
-9,-28,-24,15,4,1,11,22,-22,-3,-47,-30
-7,-21,-1,38,-14,-11,0,30,-6,-20,-17,-21
2,-35,-22,26,8,-38,21,4,-26,-52,-17,-5
-3,-28,-20,33,-15,-45,26,12,-31,-13,-29,-33
-3,-32,-22,24,-14,-36,27,18,-45,-22,-38,-19
-22,-45,-25,36,9,-26,46,16,-5,-17,-51,-43
-6,-33,-29,29,9,-65,24,32,-15,-26,-31,-34
-24,-50,-41,43,-9,-27,2,46,-22,-55,-47,-30
-7,-32,-7,48,32,-37,33,47,-9,-38,-47,-26
-21,-35,-21,19,20,-15,16,35,-25,-36,-47,-38
-31,-50,-33,42,20,-49,21,24,-11,-51,-44,-58
-11,-61,-29,32,31,-33,19,6,-36,-46,-54,-33
-7,-67,-29,28,11,-54,29,21,-10,-39,-57,-43
-26,-34,-41,36,-4,-38,32,34,-6,-50,-37,-61
-20,-46,-43,47,9,-31,37,43,-29,-53,-53,-38
-2,-44,-31,24,11,-27,14,28,-12,-36,-62,-14
-9,-47,-19,43,4,-44,48,15,-21,-25,-40,-62
-31,-72,-53,19,4,-41,24,21,2,-35,-39,-26
-44,-55,-44,53,26,-48,24,14,-11,-37,-68,-41
-19,-51,-40,41,30,-43,38,26,-14,-35,-45,-33
-25,-61,-23,53,-13,-36,41,27,-18,-45,-33,-56
-41,-31,-36,51,-7,-33,24,35,-13,-51,-78,-46
-26,-70,-41,50,-3,-38,10,20,-10,-60,-30,-21
-13,-65,-35,32,5,-69,17,20,-22,-58,-56,-41
-18,-68,-65,33,10,-36,34,19,9,-34,-27,-37
-14,-64,-48,43,21,-42,35,30,-10,-52,-55,-34
19,-52,-29,47,22,-42,3,34,-5,-19,-60,-36
-25,-56,-32,38,3,-19,13,17,-14,-31,-47,-38
-21,-63,-27,35,3,-52,-4,38,-13,-38,-43,-19
-18,-39,-36,53,3,-39,26,15,-28,-30,-55,-11
16,-61,-25,52,-6,-41,45,26,-17,-33,-44,-61
-19,-48,-25,42,37,-38,42,1,-24,-24,-67,-17
-30,-57,-49,50,34,-56,23,27,-24,-35,-47,-38
-34,-53,-23,56,15,-41,26,5,-19,-33,-40,-20
-22,-54,-43,35,22,-31,24,13,2,-46,-49,-31
20,-46,-37,29,6,-23,32,51,-17,-38,-46,-42
-13,-58,-33,31,10,-48,30,33,7,-33,-60,-61
-13,-57,-34,53,22,-60,49,33,-3,-35,-54,-40
-29,-47,-41,44,21,-40,31,10,-2,-41,-56,-25
-7,-59,-38,21,25,-27,14,22,-19,-38,-46,-46
-23,-45,-21,32,-2,-35,22,21,-12,-40,-39,-36
-7,-47,-51,11,-10,-30,18,28,-36,-42,-29,-55
-13,-38,-15,48,-3,-31,32,22,-18,-40,-41,-33
-28,-38,-43,47,19,-45,20,13,-18,-45,-45,-25
0,-69,-33,41,24,-55,17,6,-14,-39,-30,-32
1,-60,-28,36,-17,-25,33,15,-18,-36,-48,-72
-37,-55,-47,36,10,-39,34,9,-32,-59,-41,-35
4,-50,-18,27,33,-29,14,-4,-21,-48,-41,-17
-11,-38,-33,55,0,-36,28,35,8,-30,-32,-35
-18,-31,-33,36,-2,-34,33,34,-28,-33,-42,-30
-31,-58,-34,17,2,-62,30,39,-17,-50,-47,-32
14,-43,-17,30,13,-37,28,22,-8,-39,-43,-33
-19,-75,-32,35,16,-39,21,14,-4,-22,-36,-17
7,-26,-36,27,13,-39,34,18,-12,-45,-43,-19
-24,-29,-46,18,7,-23,15,26,-22,-36,-45,-18
-3,-31,-23,23,33,-44,-2,33,2,-13,-32,-38
11,-38,-29,25,7,-35,45,23,10,-26,-41,-26
-22,-40,-15,40,13,-8,13,8,-19,-42,-37,-21
-19,-31,-34,40,7,-15,25,9,1,-46,-33,-13
-29,-41,-41,29,13,-17,31,21,-12,-32,-35,-21
-30,-43,4,20,1,-21,-5,12,-10,-22,-38,-34
-16,-9,-11,33,-16,-23,51,-27,-26,-27,-30,-22
-11,-18,-22,15,-8,-5,22,8,-8,-12,-17,-31
-8,-14,-6,27,14,-51,-2,19,-4,5,-16,-5
-10,-9,-26,43,24,-9,16,13,-20,-15,-44,6
-6,-18,-4,7,26,-25,8,-1,-29,-22,-29,-7
-8,-13,-15,15,25,-5,13,-2,-7,-4,-14,-20
-16,-7,1,3,-7,-4,10,15,-3,-7,-24,-9
-10,-18,-3,9,12,7,0,7,-4,-18,-33,-11
28,-14,-18,0,5,-15,-8,11,3,-11,-27,-18
15,10,-3,0,9,-2,-7,-15,14,-25,2,9
16,27,-17,-7,-17,25,1,-1,19,-1,7,-7
6,19,24,8,10,25,-19,-13,-24,-3,11,11
11,19,24,-19,5,23,8,-3,29,4,27,20
15,33,10,-15,-6,26,-9,2,-4,21,16,37
12,48,34,-20,-28,31,-18,-1,22,19,34,23
13,40,27,2,-1,47,-26,10,27,21,35,17
38,71,28,-42,-29,21,-10,-27,-1,45,58,44
11,62,29,-41,-27,49,-34,-12,-9,40,56,36
-5,51,41,-54,-3,60,-33,-18,26,58,53,51
47,83,51,-67,-11,40,-47,-44,3,55,64,71
3,90,59,-68,-6,81,-36,-73,38,79,88,69
33,102,47,-49,-16,75,-40,-57,23,70,102,63
39,122,63,-67,-19,105,-77,-42,12,84,112,59
47,129,88,-71,-29,104,-88,-63,31,87,102,86
50,134,71,-101,-18,111,-78,-49,52,108,106,104
71,136,112,-108,-26,96,-66,-61,54,97,116,116
32,153,83,-100,-10,127,-74,-45,45,129,131,101
71,161,121,-114,-23,126,-113,-80,53,133,146,121
59,169,119,-117,-30,155,-105,-78,46,127,166,123
63,186,102,-135,-26,144,-97,-70,67,151,183,153
77,194,115,-143,-29,169,-129,-88,52,135,186,148
80,211,145,-130,-26,168,-106,-90,81,140,187,138
84,233,137,-151,-48,179,-121,-97,67,169,187,146
86,232,147,-145,-45,203,-148,-86,78,165,196,159
80,240,129,-182,-19,176,-127,-85,58,185,206,152
88,238,171,-162,-38,189,-131,-83,68,170,205,152
87,234,164,-178,-45,207,-121,-109,97,190,221,161
83,233,161,-174,-19,214,-127,-100,52,171,214,151
72,245,157,-158,-55,215,-119,-106,83,192,220,169
78,240,169,-162,-21,201,-136,-107,93,176,237,173
77,256,158,-187,-59,198,-140,-91,104,189,233,174
91,256,161,-154,-45,200,-158,-97,70,192,236,198
103,255,186,-168,-26,201,-146,-82,71,189,236,168
85,253,135,-158,-42,199,-134,-92,73,182,205,153
83,243,166,-184,-20,191,-142,-111,62,169,212,164
84,236,147,-147,-22,192,-118,-100,64,175,216,179
76,237,151,-160,-40,196,-118,-97,56,166,214,165
70,220,139,-151,-31,185,-141,-103,64,146,201,168
98,208,137,-144,-33,196,-107,-91,66,178,205,158
57,209,136,-156,-26,172,-99,-93,76,167,187,130
62,208,133,-158,-16,153,-116,-92,83,148,193,111
64,192,126,-117,-39,174,-117,-87,72,129,171,122
77,190,124,-115,-37,153,-118,-66,61,149,163,124
58,168,119,-118,-23,155,-115,-62,39,127,151,133
44,147,89,-129,-15,131,-89,-49,42,127,152,129
68,146,91,-121,-17,115,-93,-40,52,107,145,112
46,134,92,-107,-29,114,-67,-56,49,98,130,103
52,146,92,-68,-19,114,-67,-75,40,96,117,90
57,129,71,-73,-13,103,-44,-31,46,82,112,97
18,106,56,-102,-13,66,-54,-67,40,108,124,88
32,113,77,-50,-10,84,-63,-37,17,69,94,66
33,88,43,-75,-20,82,-67,-54,14,56,96,64
43,92,50,-72,-18,72,-50,-37,19,50,72,71
8,51,48,-43,-15,57,-32,-31,-1,75,68,69
7,49,42,-35,-14,44,-26,-31,27,49,48,58
-3,48,45,-49,-6,52,-30,-17,15,36,60,32
23,54,29,-31,-8,42,-17,-32,-13,35,42,33
12,52,51,-34,-20,35,-48,-32,7,24,49,15
13,34,6,-27,-4,14,-37,2,10,37,32,18
13,40,4,4,5,25,-13,-9,10,34,31,16
0,46,12,-14,-22,25,17,2,8,20,23,1
-1,8,-7,0,-6,-1,12,5,16,14,38,29
8,18,3,7,5,-2,13,-9,15,17,30,-14
-5,25,3,-9,1,5,5,1,18,4,34,7
1,7,8,-14,-11,-11,-19,13,-5,4,-2,16
-13,17,11,-17,-5,6,-13,6,-5,-6,23,12
8,-23,4,3,-9,0,-7,-15,-19,17,-7,-1
7,-5,-7,18,7,-12,8,1,-9,8,-4,-23
-2,-7,-20,9,8,-35,5,16,-19,-13,-15,4
-1,-10,-7,-2,-16,-15,-4,-2,8,2,-25,-10
8,-30,-13,30,10,-34,8,13,8,1,-11,-21
-23,-20,-34,2,14,-27,2,5,-6,-7,-55,-44
-13,-50,-24,51,-8,-37,16,35,-17,-27,-24,-27
-2,-55,-48,35,14,-52,30,11,-2,-32,-35,-39
-19,-61,-40,61,26,-57,26,9,-15,-44,-55,-28
-17,-76,-73,64,1,-62,46,47,-33,-62,-80,-64
-46,-98,-65,66,15,-85,40,41,-31,-68,-85,-72
-63,-132,-64,61,22,-81,82,35,-22,-99,-88,-82
-33,-134,-83,92,39,-117,51,71,-37,-118,-122,-87
-48,-156,-100,113,22,-115,70,49,-42,-120,-131,-107
-61,-163,-108,100,25,-149,122,79,-37,-101,-163,-106
-66,-177,-114,140,52,-145,106,52,-47,-130,-170,-120
-71,-180,-133,115,35,-154,95,67,-51,-129,-158,-123
-75,-194,-85,148,21,-134,81,74,-52,-142,-168,-140
-64,-165,-115,120,21,-137,102,61,-53,-112,-179,-127
-65,-165,-84,98,24,-141,75,46,-39,-113,-119,-81
-58,-135,-82,83,23,-113,57,53,-39,-71,-99,-100
-39,-81,-54,72,-6,-73,49,38,-39,-55,-51,-51
-5,-34,-29,32,-23,-43,-2,48,-2,-9,-27,-18
11,41,37,-13,-1,23,-13,-5,4,52,49,16
46,104,96,-86,-18,112,-68,-63,51,78,109,74
82,204,139,-139,-40,175,-106,-88,98,134,189,150
114,310,221,-235,-31,268,-184,-139,103,255,298,222
155,415,304,-295,-68,371,-239,-159,126,341,370,306
203,532,357,-385,-60,444,-296,-223,172,411,473,373
247,653,427,-451,-127,563,-392,-264,191,494,603,446
253,785,511,-557,-103,651,-436,-336,232,610,697,551
291,887,563,-598,-123,728,-480,-354,262,669,788,610
354,989,623,-675,-135,815,-537,-388,294,732,886,682
371,1048,679,-717,-153,856,-573,-423,316,791,939,719
366,1083,694,-717,-172,885,-626,-433,321,812,972,768
391,1083,728,-751,-148,922,-592,-444,314,814,1012,752
400,1071,688,-740,-165,874,-566,-462,325,834,984,768
354,1041,679,-709,-159,858,-554,-424,310,790,917,720
346,960,607,-646,-163,770,-519,-389,278,715,868,688
316,880,569,-583,-123,691,-467,-332,249,665,757,603
259,741,483,-517,-105,646,-424,-300,237,560,664,515
207,642,415,-435,-85,544,-335,-247,190,450,593,443
175,520,340,-335,-65,418,-288,-200,148,372,481,367
135,403,263,-271,-37,329,-220,-158,135,274,373,285
104,273,160,-179,-50,202,-145,-101,86,203,234,177
22,135,86,-95,-9,140,-82,-50,39,105,129,108
12,47,23,-44,-8,24,-20,-20,22,37,30,31
-28,-53,-39,31,0,-33,36,45,-38,-64,-50,-47
-44,-116,-101,89,41,-128,88,41,-50,-126,-118,-88
-64,-209,-111,143,31,-148,114,87,-45,-157,-175,-137
-88,-242,-160,169,32,-223,132,100,-86,-169,-230,-154
-89,-300,-167,205,51,-231,153,122,-72,-212,-282,-183
-95,-310,-207,209,40,-251,176,127,-88,-235,-272,-212
-114,-315,-188,209,49,-265,160,117,-87,-241,-279,-240
-103,-301,-207,220,38,-262,160,100,-87,-218,-289,-227
-114,-296,-214,199,44,-247,159,93,-92,-228,-261,-225
-97,-252,-187,177,52,-255,179,104,-84,-229,-265,-224
-105,-268,-174,179,48,-222,153,95,-97,-186,-229,-197
-79,-259,-155,149,45,-200,108,102,-78,-170,-207,-179
-36,-212,-151,156,19,-168,116,106,-77,-150,-195,-149
-70,-182,-125,124,30,-151,101,101,-35,-166,-173,-134
-54,-152,-101,113,26,-125,97,58,-49,-140,-163,-126
-49,-123,-87,95,50,-120,51,61,-43,-103,-118,-87
-74,-121,-76,75,13,-99,83,38,-21,-91,-94,-97
-43,-83,-65,65,16,-82,71,25,-42,-60,-70,-63
-38,-101,-51,69,16,-48,36,63,-35,-49,-78,-68
-35,-26,-48,69,10,-50,43,38,-28,-39,-70,-53
-36,-80,-54,30,-8,-47,58,42,-18,-42,-49,-38
-16,-55,-26,29,-1,-21,13,1,-25,-44,-28,-44
-24,-56,-14,20,5,-21,15,40,-15,-33,-45,-34
-15,-36,-34,47,0,-39,37,-15,-3,-28,-27,-22
-23,-38,-11,27,3,-13,19,5,-26,-32,-25,-16
-1,-38,2,47,24,1,9,20,-19,-22,-30,-16
5,-36,-1,21,-11,-23,18,18,-23,-28,-32,-25
-16,-9,-30,24,12,-28,12,0,-14,-28,1,-28
-10,-15,-25,25,30,0,12,-6,-8,-10,-21,-19
-18,-37,-16,26,10,-19,-4,8,-12,12,10,13
-10,6,-13,9,-6,2,4,26,-7,2,-42,-6
-23,-9,-19,-4,-3,-15,-7,1,-9,-8,-1,-11
-8,-20,-34,11,12,1,5,24,-12,-3,-1,7
-5,11,10,2,6,15,10,-25,3,-33,-2,-19
7,-26,2,23,-9,-6,-8,0,13,-6,-7,23
-31,13,-8,9,23,4,-4,-7,29,-12,24,22
-1,3,-5,-23,-16,18,-1,22,25,7,-7,19
-8,22,13,-4,-3,13,-27,-1,8,-12,17,8
11,33,-6,-1,-24,14,-2,-15,11,18,15,0
10,23,6,-21,12,11,10,-15,-7,15,22,10
12,20,11,-8,-11,44,-8,8,22,23,17,43
4,26,17,-39,-4,24,-3,-36,9,34,25,27
19,45,22,-32,-4,43,-47,-1,27,27,20,19
-10,31,12,-24,-19,32,-41,-9,18,46,20,32
21,39,35,-35,7,69,-21,-10,32,34,53,52
48,57,44,-27,-22,57,-48,-20,-1,47,37,33
34,76,49,-53,-20,64,-39,-4,1,52,42,37
21,66,53,-55,-5,63,-45,-20,26,45,52,48
37,78,67,-54,-17,56,-50,-15,9,77,73,51
38,97,58,-78,-22,77,-45,-48,22,72,56,50
42,92,58,-65,-10,77,-44,-22,13,81,89,78
24,107,78,-72,-22,93,-71,-46,25,74,105,61
42,100,77,-92,10,95,-77,-59,34,89,98,77
42,123,67,-89,-46,86,-72,-49,48,119,115,97
47,150,76,-85,-44,116,-78,-62,63,101,105,94
42,139,87,-94,-16,114,-66,-53,45,89,118,96
52,129,91,-102,-15,123,-106,-75,42,90,140,115
36,153,105,-132,-36,140,-122,-47,73,130,151,124
56,173,105,-140,-40,160,-86,-48,46,130,151,123
60,178,142,-130,0,147,-90,-69,44,130,163,129
88,194,143,-135,-18,157,-113,-97,56,127,182,157
73,217,149,-117,-30,172,-97,-63,58,123,184,145
61,209,156,-143,-35,179,-130,-92,63,157,194,163
49,212,137,-146,-38,182,-139,-79,62,182,186,146
89,240,154,-178,-55,220,-121,-102,84,168,212,180
88,241,176,-159,-31,205,-151,-102,63,187,226,176
94,241,162,-194,-52,232,-146,-104,84,186,236,194
93,271,192,-175,-54,213,-125,-91,80,215,229,198
102,289,177,-202,-44,244,-140,-118,76,208,266,182
100,283,187,-188,-37,232,-142,-118,105,220,247,207
106,309,186,-205,-52,263,-173,-111,77,229,253,215
107,317,191,-222,-68,239,-168,-138,90,240,271,213
120,299,210,-217,-49,277,-198,-147,116,255,281,214
126,333,215,-211,-50,273,-185,-131,110,243,301,227
127,320,225,-227,-41,268,-197,-124,79,254,299,238
111,337,232,-195,-49,279,-181,-140,112,254,311,211
145,352,222,-239,-36,315,-174,-152,98,277,312,232
142,346,233,-250,-50,288,-187,-163,117,285,329,278
142,378,233,-266,-34,299,-209,-125,116,259,332,262
118,377,257,-264,-62,314,-201,-159,112,269,307,275
136,405,240,-251,-48,306,-212,-131,123,292,340,274
144,416,264,-245,-57,328,-210,-170,119,283,362,282
144,385,259,-247,-69,305,-207,-168,105,297,358,274
132,409,261,-284,-78,341,-209,-169,127,284,367,314
117,399,268,-276,-68,337,-233,-180,145,292,367,298
156,396,274,-261,-60,336,-246,-182,106,309,376,274
155,404,271,-277,-74,361,-219,-151,123,318,388,285
171,416,274,-277,-78,338,-211,-173,113,324,388,290
150,398,273,-278,-76,346,-224,-187,101,300,378,286
142,426,284,-292,-58,341,-237,-154,135,313,394,292
142,426,268,-277,-64,352,-235,-161,137,339,398,304
144,424,258,-287,-73,350,-215,-155,129,313,357,276
117,417,268,-282,-86,331,-221,-185,117,326,382,298
153,421,263,-299,-63,355,-232,-169,132,308,372,286
146,403,261,-275,-75,343,-232,-167,113,303,343,284
136,424,264,-290,-55,347,-229,-168,122,304,369,301
136,401,269,-278,-73,327,-221,-152,120,296,384,287
146,393,259,-262,-55,335,-242,-141,120,290,357,290
123,414,264,-253,-63,308,-191,-156,127,293,364,271
126,380,241,-274,-82,307,-232,-142,139,292,349,271
143,396,246,-269,-56,311,-212,-156,112,272,347,268
145,402,273,-238,-47,330,-191,-138,97,276,351,274
147,367,240,-250,-49,324,-202,-143,129,273,343,273
121,363,234,-248,-47,311,-210,-120,104,261,337,244
117,366,226,-247,-50,312,-189,-158,84,279,305,270
132,360,200,-221,-46,287,-192,-153,105,268,294,238
167,334,221,-246,-53,281,-185,-151,99,253,293,235
125,335,240,-234,-67,283,-153,-143,88,249,298,243
104,322,204,-212,-67,257,-175,-124,96,228,290,230
101,316,200,-213,-29,255,-181,-123,88,228,285,226
89,281,179,-205,-35,256,-171,-106,83,232,270,229
103,276,188,-197,-40,237,-156,-120,103,205,263,214
101,266,159,-164,-52,230,-171,-93,74,220,255,195
93,261,165,-194,-48,213,-142,-96,80,210,266,188
115,257,150,-171,-54,195,-127,-109,64,207,236,194
75,246,165,-177,-40,197,-128,-98,93,185,217,183
81,231,161,-160,-32,189,-125,-94,58,205,212,167
64,229,157,-162,-39,200,-119,-85,64,179,196,159
93,207,143,-150,-43,170,-115,-82,49,154,196,165
71,220,149,-155,-12,187,-119,-88,48,158,178,131
90,192,137,-146,-34,162,-90,-100,80,147,169,141
74,192,121,-154,-30,142,-119,-62,48,149,160,152
57,167,109,-125,-36,155,-106,-65,71,127,134,115
79,162,125,-116,-37,141,-90,-54,57,115,156,111
54,174,102,-96,-25,137,-103,-93,41,114,135,116
51,155,106,-93,-16,115,-96,-63,47,93,133,111
52,115,97,-81,-28,122,-73,-77,55,110,135,83
33,117,68,-95,-25,102,-77,-57,38,101,95,99
53,116,66,-77,2,82,-71,-56,32,100,101,97
45,113,61,-85,-10,70,-46,-24,34,59,97,91
37,71,45,-81,-11,72,-41,-58,25,77,66,55
25,95,70,-77,-22,57,-56,-27,34,73,68,72
